ciudad,estado,poblacion,muertes
Out of NV,Nevada,0,0
Pershing,Nevada,6725,20
Storey,Nevada,4123,3
Unassigned,Nevada,0,0
Washoe,Nevada,471519,668
White Pine,Nevada,9580,6
Belknap,New Hampshire,61303,98
Carroll,New Hampshire,48910,9
Cheshire,New Hampshire,76085,33
Coos,New Hampshire,31563,41
Grafton,New Hampshire,89886,26
Hillsborough,New Hampshire,417025,617
Merrimack,New Hampshire,151391,112
Out of NH,New Hampshire,0,0
Rockingham,New Hampshire,309769,246
Strafford,New Hampshire,130633,81
Sullivan,New Hampshire,43146,25
Unassigned,New Hampshire,0,6
Atlantic,New Jersey,263670,658
Bergen,New Jersey,932202,2819
Burlington,New Jersey,445349,830
Camden,New Jersey,506471,1262
Cape May,New Jersey,92039,199
Cumberland,New Jersey,149527,420
Essex,New Jersey,798975,2885
Gloucester,New Jersey,291636,604
Hudson,New Jersey,672391,2211
Hunterdon,New Jersey,124371,172
Mercer,New Jersey,367430,928
Middlesex,New Jersey,825062,2292
Monmouth,New Jersey,618795,1568
Morris,New Jersey,491845,1209
Ocean,New Jersey,607186,2105
Out of NJ,New Jersey,0,0
Passaic,New Jersey,501826,1855
Salem,New Jersey,62385,176
Somerset,New Jersey,328934,821
Sussex,New Jersey,140488,294
Unassigned,New Jersey,0,0
Union,New Jersey,556341,1921
Warren,New Jersey,105267,231
Bernalillo,New Mexico,679121,925
Catron,New Mexico,3527,5
Chaves,New Mexico,64615,168
Cibola,New Mexico,26675,109
Colfax,New Mexico,11941,46
Curry,New Mexico,48954,75
De Baca,New Mexico,1748,1
Dona Ana,New Mexico,218195,444
Eddy,New Mexico,58460,127
Grant,New Mexico,26998,36
Guadalupe,New Mexico,4300,9
Harding,New Mexico,625,0
Hidalgo,New Mexico,4198,9
Lea,New Mexico,71070,163
Lincoln,New Mexico,19572,19
Los Alamos,New Mexico,19369,6
Luna,New Mexico,23709,85
McKinley,New Mexico,71367,462
Mora,New Mexico,4521,6
Otero,New Mexico,67490,74
Out of NM,New Mexico,0,0
Quay,New Mexico,8253,8
Rio Arriba,New Mexico,38921,75
Roosevelt,New Mexico,18500,54
San Juan,New Mexico,123958,467
San Miguel,New Mexico,27277,17
Sandoval,New Mexico,146748,223
Santa Fe,New Mexico,150358,145
Sierra,New Mexico,10791,47
Socorro,New Mexico,16637,56
Taos,New Mexico,32723,51
Torrance,New Mexico,15461,13
Unassigned,New Mexico,0,0
Union,New Mexico,4059,9
Valencia,New Mexico,76688,105
Albany,New York,305506,347
Allegany,New York,46091,84
Bronx,New York,1418207,6441
Broome,New York,190488,352
Cattaraugus,New York,76117,83
Cayuga,New York,76576,91
Chautauqua,New York,126903,137
Chemung,New York,83456,133
Chenango,New York,47207,75
Clinton,New York,80485,33
Columbia,New York,59461,100
Cortland,New York,47581,60
Delaware,New York,44135,37
Dutchess,New York,294218,441
Erie,New York,918702,1735
Essex,New York,36885,26
Franklin,New York,50022,12
Fulton,New York,53383,90
Genesee,New York,57280,121
Greene,New York,47188,74
Hamilton,New York,4416,2
Herkimer,New York,61319,107
Jefferson,New York,109834,65
Kings,New York,2559903,10113
Lewis,New York,26296,34
Livingston,New York,62914,58
Madison,New York,70941,88
Monroe,New York,741770,1044
Montgomery,New York,49221,119
Nassau,New York,1356924,3135
New York,New York,1628706,4374
Niagara,New York,209281,337
Oneida,New York,228671,499
Onondaga,New York,460528,664
Ontario,New York,109777,92
Orange,New York,384940,804
Orleans,New York,40352,83
Oswego,New York,117124,90
Otsego,New York,59493,47
Out of NY,New York,0,224
Putnam,New York,98320,91
Queens,New York,2253858,9683
Rensselaer,New York,158714,137
Richmond,New York,476143,1770
Rockland,New York,325789,949
Saratoga,New York,229863,164
Schenectady,New York,155299,194
Schoharie,New York,30999,16
Schuyler,New York,17807,14
Seneca,New York,34016,56
St. Lawrence,New York,107740,96
Steuben,New York,95379,143
Suffolk,New York,1476601,3340
Sullivan,New York,75432,71
Tioga,New York,48203,61
Tompkins,New York,102180,50
Ulster,New York,177573,249
Unassigned,New York,0,75
Warren,New York,63944,57
Washington,New York,61204,55
Wayne,New York,89918,67
Westchester,New York,967506,2251
Wyoming,New York,39859,51
Yates,New York,24913,26
Alamance,North Carolina,169509,263
Alexander,North Carolina,37497,83
Alleghany,North Carolina,11137,5
Anson,North Carolina,24446,55
Ashe,North Carolina,27203,41
Avery,North Carolina,17557,20
Beaufort,North Carolina,46994,95
Bertie,North Carolina,18947,43
Bladen,North Carolina,32722,41
Brunswick,North Carolina,142820,150
Buncombe,North Carolina,261191,313
Burke,North Carolina,90485,152
Cabarrus,North Carolina,216453,251
Caldwell,North Carolina,82178,104
Camden,North Carolina,10867,5
Carteret,North Carolina,69473,51
Caswell,North Carolina,22604,27
Catawba,North Carolina,159551,298
Chatham,North Carolina,74470,87
Cherokee,North Carolina,28612,20
Chowan,North Carolina,13943,22
Clay,North Carolina,11231,18
Cleveland,North Carolina,97947,224
Columbus,North Carolina,55508,150
Craven,North Carolina,102139,123
Cumberland,North Carolina,335509,298
Currituck,North Carolina,27763,16
Dare,North Carolina,37009,10
Davidson,North Carolina,167609,185
Davie,North Carolina,42846,37
Duplin,North Carolina,58741,132
Durham,North Carolina,321488,218
Edgecombe,North Carolina,51472,110
Forsyth,North Carolina,382295,372
Franklin,North Carolina,69685,49
Gaston,North Carolina,224529,417
Gates,North Carolina,11562,13
Graham,North Carolina,8441,12
Granville,North Carolina,60443,80
Greene,North Carolina,21069,44
Guilford,North Carolina,537174,673
Halifax,North Carolina,50010,109
Harnett,North Carolina,135976,168
Haywood,North Carolina,62317,95
Henderson,North Carolina,117417,157
Hertford,North Carolina,23677,63
Hoke,North Carolina,55234,55
Hyde,North Carolina,4937,8
Iredell,North Carolina,181806,206
Jackson,North Carolina,43938,55
Johnston,North Carolina,209339,209
Jones,North Carolina,9419,18
Lee,North Carolina,61779,76
Lenoir,North Carolina,55949,112
Lincoln,North Carolina,86111,85
Macon,North Carolina,35858,33
Madison,North Carolina,21755,41
Martin,North Carolina,22440,39
McDowell,North Carolina,45756,63
Mecklenburg,North Carolina,1110356,937
Mitchell,North Carolina,14964,16
Montgomery,North Carolina,27173,93
Moore,North Carolina,100880,187
Nash,North Carolina,94298,180
New Hanover,North Carolina,234473,162
Northampton,North Carolina,19483,53
Onslow,North Carolina,197938,142
Orange,North Carolina,148476,101
Out of NC,North Carolina,0,0
Pamlico,North Carolina,12726,13
Pasquotank,North Carolina,39824,80
Pender,North Carolina,63060,69
Perquimans,North Carolina,13463,9
Person,North Carolina,39490,67
Pitt,North Carolina,180742,86
Polk,North Carolina,20724,28
Randolph,North Carolina,143667,224
Richmond,North Carolina,44829,92
Robeson,North Carolina,130625,228
Rockingham,North Carolina,91010,105
Rowan,North Carolina,142088,300
Rutherford,North Carolina,67029,206
Sampson,North Carolina,63531,108
Scotland,North Carolina,34823,84
Stanly,North Carolina,62806,131
Stokes,North Carolina,45591,79
Surry,North Carolina,71783,157
Swain,North Carolina,14271,18
Transylvania,North Carolina,34385,32
Tyrrell,North Carolina,4016,6
Unassigned,North Carolina,0,0
Union,North Carolina,239859,214
Vance,North Carolina,44535,86
Wake,North Carolina,1111761,716
Warren,North Carolina,19731,20
Washington,North Carolina,11580,31
Watauga,North Carolina,56177,31
Wayne,North Carolina,123131,239
Wilkes,North Carolina,68412,110
Wilson,North Carolina,81801,169
Yadkin,North Carolina,37667,47
Yancey,North Carolina,18069,28
Adams,North Dakota,2216,3
Barnes,North Dakota,10415,31
Benson,North Dakota,6832,18
Billings,North Dakota,928,0
Bottineau,North Dakota,6282,20
Bowman,North Dakota,3024,5
Burke,North Dakota,2115,1
Burleigh,North Dakota,95626,190
Cass,North Dakota,181923,203
Cavalier,North Dakota,3762,5
Dickey,North Dakota,4872,33
Divide,North Dakota,2264,2
Dunn,North Dakota,4424,7
Eddy,North Dakota,2287,6
Emmons,North Dakota,3241,13
Foster,North Dakota,3210,19
Golden Valley,North Dakota,1761,3
Grand Forks,North Dakota,69451,77
Grant,North Dakota,2274,7
Griggs,North Dakota,2231,2
Hettinger,North Dakota,2499,4
Kidder,North Dakota,2480,10
LaMoure,North Dakota,4046,17
Logan,North Dakota,1850,8
McHenry,North Dakota,5745,22
McIntosh,North Dakota,2497,7
McKenzie,North Dakota,15024,12
McLean,North Dakota,9450,30
Mercer,North Dakota,8187,10
Morton,North Dakota,31364,98
Mountrail,North Dakota,10545,17
Nelson,North Dakota,2879,14
Oliver,North Dakota,1959,3
Out of ND,North Dakota,0,0
Pembina,North Dakota,6801,11
Pierce,North Dakota,3975,25
Ramsey,North Dakota,11519,30
Ransom,North Dakota,5218,17
Renville,North Dakota,2327,14
Richland,North Dakota,16177,17
Rolette,North Dakota,14176,28
Sargent,North Dakota,3898,6
Sheridan,North Dakota,1315,2
Sioux,North Dakota,4230,11
Slope,North Dakota,750,0
Stark,North Dakota,31489,51
Steele,North Dakota,1890,2
Stutsman,North Dakota,20704,81
Towner,North Dakota,2189,11
Traill,North Dakota,8036,18
Unassigned,North Dakota,0,31
Walsh,North Dakota,10641,25
Ward,North Dakota,67641,194
Wells,North Dakota,3834,8
Williams,North Dakota,37589,38
Northern Mariana Islands,US,0,
Adams,Ohio,27698,52
Allen,Ohio,102351,229
Ashland,Ohio,53484,89
Ashtabula,Ohio,97241,167
Athens,Ohio,65327,57
Auglaize,Ohio,45656,83
Belmont,Ohio,67006,162
Brown,Ohio,43432,56
Butler,Ohio,383134,576
Carroll,Ohio,26914,47
Champaign,Ohio,38885,58
Clark,Ohio,134083,297
Clermont,Ohio,206428,232
Clinton,Ohio,41968,60
Columbiana,Ohio,101883,229
Coshocton,Ohio,36600,58
Crawford,Ohio,41494,102
Cuyahoga,Ohio,1235072,2090
Darke,Ohio,51113,121
Defiance,Ohio,38087,96
Delaware,Ohio,209177,130
Erie,Ohio,74266,154
Fairfield,Ohio,157574,198
Fayette,Ohio,28525,48
Franklin,Ohio,1316756,1379
Fulton,Ohio,42126,68
Gallia,Ohio,29898,47
Geauga,Ohio,93649,147
Greene,Ohio,168937,243
Guernsey,Ohio,38875,50
Hamilton,Ohio,817473,1183
Hancock,Ohio,75783,126
Hardin,Ohio,31365,64
Harrison,Ohio,15040,36
Henry,Ohio,27006,66
Highland,Ohio,43161,61
Hocking,Ohio,28264,60
Holmes,Ohio,43960,99
Huron,Ohio,58266,117
Jackson,Ohio,32413,51
Jefferson,Ohio,65325,150
Knox,Ohio,62322,109
Lake,Ohio,230149,366
Lawrence,Ohio,59463,102
Licking,Ohio,176862,208
Logan,Ohio,45672,76
Lorain,Ohio,309833,475
Lucas,Ohio,428348,776
Madison,Ohio,44731,60
Mahoning,Ohio,228683,585
Marion,Ohio,65093,135
Medina,Ohio,179746,260
Meigs,Ohio,22907,39
Mercer,Ohio,41172,85
Miami,Ohio,106987,214
Monroe,Ohio,13654,41
Montgomery,Ohio,531687,1005
Morgan,Ohio,14508,23
Morrow,Ohio,35328,39
Muskingum,Ohio,86215,128
Noble,Ohio,14424,37
Ottawa,Ohio,40525,78
Out of OH,Ohio,0,0
Paulding,Ohio,18672,39
Perry,Ohio,36134,49
Pickaway,Ohio,58457,121
Pike,Ohio,27772,32
Portage,Ohio,162466,199
Preble,Ohio,40882,98
Putnam,Ohio,33861,100
Richland,Ohio,121154,198
Ross,Ohio,76666,150
Sandusky,Ohio,58518,120
Scioto,Ohio,75314,101
Seneca,Ohio,55178,120
Shelby,Ohio,48590,93
Stark,Ohio,370606,906
Summit,Ohio,541013,926
Trumbull,Ohio,197974,462
Tuscarawas,Ohio,91987,241
Unassigned,Ohio,0,2
Union,Ohio,58988,47
Van Wert,Ohio,28275,63
Vinton,Ohio,13085,14
Warren,Ohio,234602,295
Washington,Ohio,59911,108
Wayne,Ohio,115710,210
Williams,Ohio,36692,74
Wood,Ohio,130817,187
Wyandot,Ohio,21772,54
Adair,Oklahoma,22194,39
Alfalfa,Oklahoma,5702,7
Atoka,Oklahoma,13758,25
Beaver,Oklahoma,5311,6
Beckham,Oklahoma,21859,55
Blaine,Oklahoma,9429,18
Bryan,Oklahoma,47995,70
Caddo,Oklahoma,28762,87
Canadian,Oklahoma,148306,165
Carter,Oklahoma,48111,108
Cherokee,Oklahoma,48657,74
Choctaw,Oklahoma,14672,20
Cimarron,Oklahoma,2137,1
Cleveland,Oklahoma,284014,393
Coal,Oklahoma,5495,15
Comanche,Oklahoma,120749,182
Cotton,Oklahoma,5666,16
Craig,Oklahoma,14142,18
Creek,Oklahoma,71522,153
Custer,Oklahoma,29003,97
Delaware,Oklahoma,43009,90
Dewey,Oklahoma,4891,14
Ellis,Oklahoma,3859,5
Garfield,Oklahoma,61056,128
Garvin,Oklahoma,27711,76
Grady,Oklahoma,55834,120
Grant,Oklahoma,4333,7
Greer,Oklahoma,5712,21
Harmon,Oklahoma,2653,4
Harper,Oklahoma,3688,6
Haskell,Oklahoma,12627,16
Hughes,Oklahoma,13279,29
Jackson,Oklahoma,24530,56
Jefferson,Oklahoma,6002,13
Johnston,Oklahoma,11085,35
Kay,Oklahoma,43538,125
Kingfisher,Oklahoma,15765,38
Kiowa,Oklahoma,8708,24
Latimer,Oklahoma,10073,13
Le Flore,Oklahoma,49853,63
Lincoln,Oklahoma,34877,70
Logan,Oklahoma,48011,56
Love,Oklahoma,10253,20
Major,Oklahoma,7629,21
Marshall,Oklahoma,16931,22
Mayes,Oklahoma,41100,68
McClain,Oklahoma,40474,67
McCurtain,Oklahoma,32832,88
McIntosh,Oklahoma,19596,56
Murray,Oklahoma,14073,37
Muskogee,Oklahoma,67997,163
Noble,Oklahoma,11131,19
Nowata,Oklahoma,10076,18
Okfuskee,Oklahoma,11993,30
Oklahoma,Oklahoma,797434,1174
Okmulgee,Oklahoma,38465,77
Osage,Oklahoma,46963,72
Ottawa,Oklahoma,31127,64
Out of OK,Oklahoma,0,0
Pawnee,Oklahoma,16376,47
Payne,Oklahoma,81784,70
Pittsburg,Oklahoma,43654,68
Pontotoc,Oklahoma,38284,72
Pottawatomie,Oklahoma,72592,123
Pushmataha,Oklahoma,11096,20
Roger Mills,Oklahoma,3583,12
Rogers,Oklahoma,92459,170
Seminole,Oklahoma,24258,69
Sequoyah,Oklahoma,41569,49
Stephens,Oklahoma,43143,101
Texas,Oklahoma,19983,32
Tillman,Oklahoma,7250,17
Tulsa,Oklahoma,651552,1022
Unassigned,Oklahoma,0,0
Wagoner,Oklahoma,81289,112
Washington,Oklahoma,51527,107
Washita,Oklahoma,10916,21
Woods,Oklahoma,8793,17
Woodward,Oklahoma,20211,33
Baker,Oregon,16124,14
Benton,Oregon,93053,19
Clackamas,Oregon,418187,207
Clatsop,Oregon,40224,8
Columbia,Oregon,52354,26
Coos,Oregon,64487,32
Crook,Oregon,24404,19
Curry,Oregon,22925,9
Deschutes,Oregon,197692,73
Douglas,Oregon,110980,69
Gilliam,Oregon,1912,1
Grant,Oregon,7199,4
Harney,Oregon,7393,8
Hood River,Oregon,23382,30
Jackson,Oregon,220944,129
Jefferson,Oregon,24658,32
Josephine,Oregon,87487,65
Klamath,Oregon,68238,59
Lake,Oregon,7869,7
Lane,Oregon,382067,144
Lincoln,Oregon,49962,20
Linn,Oregon,129749,64
Malheur,Oregon,30571,59
Marion,Oregon,347818,300
Morrow,Oregon,11603,15
Multnomah,Oregon,812855,574
Out of OR,Oregon,0,0
Polk,Oregon,86085,52
Sherman,Oregon,1780,1
Tillamook,Oregon,27036,3
Umatilla,Oregon,77950,84
Unassigned,Oregon,0,0
Union,Oregon,26835,23
Wallowa,Oregon,7208,5
Wasco,Oregon,26682,28
Washington,Oregon,601592,229
Wheeler,Oregon,1332,1
Yamhill,Oregon,107100,75
Adams,Pennsylvania,103009,170
Allegheny,Pennsylvania,1216045,1886
Armstrong,Pennsylvania,64735,130
Beaver,Pennsylvania,163929,373
Bedford,Pennsylvania,47888,131
Berks,Pennsylvania,421164,982
Blair,Pennsylvania,121829,320
Bradford,Pennsylvania,60323,86
Bucks,Pennsylvania,628270,1240
Butler,Pennsylvania,187853,403
Cambria,Pennsylvania,130192,415
Cameron,Pennsylvania,4447,7
Carbon,Pennsylvania,64182,165
Centre,Pennsylvania,162385,219
Chester,Pennsylvania,524989,764
Clarion,Pennsylvania,38438,90
Clearfield,Pennsylvania,79255,135
Clinton,Pennsylvania,38632,61
Columbia,Pennsylvania,64964,133
Crawford,Pennsylvania,84629,147
Cumberland,Pennsylvania,253370,509
Dauphin,Pennsylvania,278299,536
Delaware,Pennsylvania,566747,1327
Elk,Pennsylvania,29910,38
Erie,Pennsylvania,269728,404
Fayette,Pennsylvania,129274,305
Forest,Pennsylvania,7247,21
Franklin,Pennsylvania,155027,357
Fulton,Pennsylvania,14530,15
Greene,Pennsylvania,36233,39
Huntingdon,Pennsylvania,45144,128
Indiana,Pennsylvania,84073,166
Jefferson,Pennsylvania,43425,95
Juniata,Pennsylvania,24763,82
Lackawanna,Pennsylvania,209674,455
Lancaster,Pennsylvania,545724,1107
Lawrence,Pennsylvania,85512,203
Lebanon,Pennsylvania,141793,275
Lehigh,Pennsylvania,369318,830
Luzerne,Pennsylvania,317417,790
Lycoming,Pennsylvania,113299,274
McKean,Pennsylvania,40625,67
Mercer,Pennsylvania,109424,253
Mifflin,Pennsylvania,46138,176
Monroe,Pennsylvania,170271,300
Montgomery,Pennsylvania,830915,1650
Montour,Pennsylvania,18230,63
Northampton,Pennsylvania,305285,691
Northumberland,Pennsylvania,90843,345
Out of PA,Pennsylvania,0,0
Perry,Pennsylvania,46272,99
Philadelphia,Pennsylvania,1584064,3452
Pike,Pennsylvania,55809,54
Potter,Pennsylvania,16526,23
Schuylkill,Pennsylvania,141359,392
Snyder,Pennsylvania,40372,83
Somerset,Pennsylvania,73447,198
Sullivan,Pennsylvania,6066,20
Susquehanna,Pennsylvania,40328,59
Tioga,Pennsylvania,40591,104
Unassigned,Pennsylvania,0,0
Union,Pennsylvania,44923,86
Venango,Pennsylvania,50668,92
Warren,Pennsylvania,39191,101
Washington,Pennsylvania,206865,288
Wayne,Pennsylvania,51361,77
Westmoreland,Pennsylvania,348899,738
Wyoming,Pennsylvania,26794,46
York,Pennsylvania,449058,778
Adjuntas,Puerto Rico,19483,0
Aguada,Puerto Rico,41959,0
Aguadilla,Puerto Rico,60949,0
Aguas Buenas,Puerto Rico,28659,0
Aibonito,Puerto Rico,25900,0
Anasco,Puerto Rico,29261,0
Arecibo,Puerto Rico,96440,0
Arroyo,Puerto Rico,19575,0
Barceloneta,Puerto Rico,24816,0
Barranquitas,Puerto Rico,30318,0
Bayamon,Puerto Rico,208116,0
Cabo Rojo,Puerto Rico,50917,0
Caguas,Puerto Rico,142893,0
Camuy,Puerto Rico,35159,0
Canovanas,Puerto Rico,47648,0
Carolina,Puerto Rico,176762,0
Catano,Puerto Rico,28140,0
Cayey,Puerto Rico,48119,0
Ceiba,Puerto Rico,13631,0
Ciales,Puerto Rico,18782,0
Cidra,Puerto Rico,43480,0
Coamo,Puerto Rico,40512,0
Comerio,Puerto Rico,20778,0
Corozal,Puerto Rico,37142,0
Culebra,Puerto Rico,1818,0
Dorado,Puerto Rico,38165,0
Fajardo,Puerto Rico,36993,0
Florida,Puerto Rico,12680,0
Guanica,Puerto Rico,19427,0
Guayama,Puerto Rico,45362,0
Guayanilla,Puerto Rico,21581,0
Guaynabo,Puerto Rico,97924,0
Gurabo,Puerto Rico,45369,0
Hatillo,Puerto Rico,41953,0
Hormigueros,Puerto Rico,17250,0
Humacao,Puerto Rico,58466,0
Isabela,Puerto Rico,45631,0
Jayuya,Puerto Rico,16642,0
Juana Diaz,Puerto Rico,79897,0
Juncos,Puerto Rico,40290,0
Lajas,Puerto Rico,25753,0
Lares,Puerto Rico,30753,0
Las Marias,Puerto Rico,9881,0
Las Piedras,Puerto Rico,38675,0
Loiza,Puerto Rico,30060,0
Luquillo,Puerto Rico,20068,0
Manati,Puerto Rico,44113,0
Maricao,Puerto Rico,6276,0
Maunabo,Puerto Rico,12225,0
Mayaguez,Puerto Rico,89080,0
Moca,Puerto Rico,40109,0
Morovis,Puerto Rico,32610,0
Naguabo,Puerto Rico,26720,0
Naranjito,Puerto Rico,30402,0
Orocovis,Puerto Rico,23423,0
Out of PR,Puerto Rico,0,0
Patillas,Puerto Rico,19277,0
Penuelas,Puerto Rico,24282,0
Ponce,Puerto Rico,166327,0
Quebradillas,Puerto Rico,25919,0
Rincon,Puerto Rico,15200,0
Rio Grande,Puerto Rico,54304,0
Sabana Grande,Puerto Rico,25265,0
Salinas,Puerto Rico,31078,0
San German,Puerto Rico,35527,0
San Juan,Puerto Rico,395326,0
San Lorenzo,Puerto Rico,41058,0
San Sebastian,Puerto Rico,42430,0
Santa Isabel,Puerto Rico,23274,0
Toa Alta,Puerto Rico,74066,0
Toa Baja,Puerto Rico,89609,0
Trujillo Alto,Puerto Rico,74842,0
Unassigned,Puerto Rico,0,2285
Utuado,Puerto Rico,33149,0
Vega Alta,Puerto Rico,39951,0
Vega Baja,Puerto Rico,59662,0
Vieques,Puerto Rico,9301,0
Villalba,Puerto Rico,26073,0
Yabucoa,Puerto Rico,37941,0
Yauco,Puerto Rico,42043,0
Bristol,Rhode Island,48479,141
Kent,Rhode Island,164292,355
Newport,Rhode Island,82082,40
Out of RI,Rhode Island,0,0
Providence,Rhode Island,638931,1934
Unassigned,Rhode Island,0,27
Washington,Rhode Island,125577,167
Abbeville,South Carolina,24527,40
Aiken,South Carolina,170872,219
Allendale,South Carolina,8688,15
Anderson,South Carolina,202558,513
Bamberg,South Carolina,14066,51
Barnwell,South Carolina,20866,55
Beaufort,South Carolina,192122,203
Berkeley,South Carolina,227907,191
Calhoun,South Carolina,14553,36
Charleston,South Carolina,411406,494
Cherokee,South Carolina,57300,151
Chester,South Carolina,32244,75
Chesterfield,South Carolina,45650,103
Clarendon,South Carolina,33745,111
Colleton,South Carolina,37677,126
Darlington,South Carolina,66618,172
Dillon,South Carolina,30479,83
Dorchester,South Carolina,162809,214
Edgefield,South Carolina,27260,41
Fairfield,South Carolina,22347,79
Florence,South Carolina,138293,408
Georgetown,South Carolina,62680,138
Greenville,South Carolina,523542,983
Greenwood,South Carolina,70811,171
Hampton,South Carolina,19222,51
Horry,South Carolina,354081,568
Jasper,South Carolina,30073,45
Kershaw,South Carolina,66551,137
Lancaster,South Carolina,98012,166
Laurens,South Carolina,67493,169
Lee,South Carolina,16828,59
Lexington,South Carolina,298750,479
Marion,South Carolina,30657,105
Marlboro,South Carolina,26118,53
McCormick,South Carolina,9463,27
Newberry,South Carolina,38440,101
Oconee,South Carolina,79546,132
Orangeburg,South Carolina,86175,242
Out of SC,South Carolina,0,0
Pickens,South Carolina,126884,291
Richland,South Carolina,415759,541
Saluda,South Carolina,20473,49
Spartanburg,South Carolina,319785,793
Sumter,South Carolina,106721,201
Unassigned,South Carolina,0,0
Union,South Carolina,27316,84
Williamsburg,South Carolina,30368,98
York,South Carolina,280979,372
Aurora,South Dakota,2751,15
Beadle,South Dakota,18453,40
Bennett,South Dakota,3365,9
Bon Homme,South Dakota,6901,27
Brookings,South Dakota,35077,37
Brown,South Dakota,38839,91
Brule,South Dakota,5297,9
Buffalo,South Dakota,1962,13
Butte,South Dakota,10429,20
Campbell,South Dakota,1376,4
Charles Mix,South Dakota,9292,22
Clark,South Dakota,3736,5
Clay,South Dakota,14070,15
Codington,South Dakota,28009,81
Corson,South Dakota,4086,12
Custer,South Dakota,8972,12
Davison,South Dakota,19775,66
Day,South Dakota,5424,29
Deuel,South Dakota,4351,8
Dewey,South Dakota,5892,27
Douglas,South Dakota,2921,9
Edmunds,South Dakota,3829,13
Fall River,South Dakota,6713,15
Faulk,South Dakota,2299,13
Grant,South Dakota,7052,42
Gregory,South Dakota,4185,30
Haakon,South Dakota,1899,10
Hamlin,South Dakota,6164,39
Hand,South Dakota,3191,6
Hanson,South Dakota,3453,4
Harding,South Dakota,1298,1
Hughes,South Dakota,17526,39
Hutchinson,South Dakota,7291,27
Hyde,South Dakota,1301,1
Jackson,South Dakota,3344,14
Jerauld,South Dakota,2013,16
Jones,South Dakota,903,0
Kingsbury,South Dakota,4939,15
Lake,South Dakota,12797,18
Lawrence,South Dakota,25844,47
Lincoln,South Dakota,61128,77
Lyman,South Dakota,3781,11
Marshall,South Dakota,4935,6
McCook,South Dakota,5586,25
McPherson,South Dakota,2379,4
Meade,South Dakota,28332,30
Mellette,South Dakota,2061,2
Miner,South Dakota,2216,9
Minnehaha,South Dakota,193134,350
Moody,South Dakota,6576,17
Oglala Lakota,South Dakota,14177,49
Out of SD,South Dakota,0,0
Pennington,South Dakota,113775,191
Perkins,South Dakota,2865,14
Potter,South Dakota,2153,4
Roberts,South Dakota,10394,38
Sanborn,South Dakota,2344,3
Spink,South Dakota,6376,26
Stanley,South Dakota,3098,2
Sully,South Dakota,1391,3
Todd,South Dakota,10177,29
Tripp,South Dakota,5441,17
Turner,South Dakota,8384,56
Unassigned,South Dakota,0,0
Union,South Dakota,15932,42
Walworth,South Dakota,5435,16
Yankton,South Dakota,22814,30
Ziebach,South Dakota,2756,9
Anderson,Tennessee,76978,172
Bedford,Tennessee,49713,129
Benton,Tennessee,16160,40
Bledsoe,Tennessee,15064,11
Blount,Tennessee,133088,193
Bradley,Tennessee,108110,149
Campbell,Tennessee,39842,63
Cannon,Tennessee,14678,31
Carroll,Tennessee,27767,83
Carter,Tennessee,56391,156
Cheatham,Tennessee,40667,55
Chester,Tennessee,17297,51
Claiborne,Tennessee,31959,73
Clay,Tennessee,7615,31
Cocke,Tennessee,36004,98
Coffee,Tennessee,56520,121
Crockett,Tennessee,14230,48
Cumberland,Tennessee,60520,128
Davidson,Tennessee,694144,929
DeKalb,Tennessee,20490,53
Decatur,Tennessee,11663,39
Dickson,Tennessee,53948,109
Dyer,Tennessee,37159,105
Fayette,Tennessee,41133,76
Fentress,Tennessee,18523,47
Franklin,Tennessee,42208,89
Gibson,Tennessee,49133,145
Giles,Tennessee,29464,99
Grainger,Tennessee,23320,50
Greene,Tennessee,69069,153
Grundy,Tennessee,13427,34
Hamblen,Tennessee,64934,171
Hamilton,Tennessee,367804,490
Hancock,Tennessee,6620,12
Hardeman,Tennessee,25050,64
Hardin,Tennessee,25652,66
Hawkins,Tennessee,56786,107
Haywood,Tennessee,17304,61
Henderson,Tennessee,28117,76
Henry,Tennessee,32345,75
Hickman,Tennessee,25178,46
Houston,Tennessee,8201,33
Humphreys,Tennessee,18582,22
Jackson,Tennessee,11786,35
Jefferson,Tennessee,54495,124
Johnson,Tennessee,17788,38
Knox,Tennessee,470313,628
Lake,Tennessee,7016,26
Lauderdale,Tennessee,25633,44
Lawrence,Tennessee,44142,86
Lewis,Tennessee,12268,26
Lincoln,Tennessee,34366,62
Loudon,Tennessee,54068,69
Macon,Tennessee,24602,77
Madison,Tennessee,97984,241
Marion,Tennessee,28907,47
Marshall,Tennessee,34375,58
Maury,Tennessee,96387,171
McMinn,Tennessee,53794,98
McNairy,Tennessee,25694,54
Meigs,Tennessee,12422,25
Monroe,Tennessee,46545,95
Montgomery,Tennessee,208993,224
Moore,Tennessee,6488,17
Morgan,Tennessee,21403,39
Obion,Tennessee,30069,96
Out of TN,Tennessee,0,97
Overton,Tennessee,22241,61
Perry,Tennessee,8076,28
Pickett,Tennessee,5048,24
Polk,Tennessee,16832,24
Putnam,Tennessee,80245,174
Rhea,Tennessee,33167,75
Roane,Tennessee,53382,104
Robertson,Tennessee,71813,130
Rutherford,Tennessee,332285,425
Scott,Tennessee,22068,45
Sequatchie,Tennessee,15026,29
Sevier,Tennessee,98250,175
Shelby,Tennessee,937166,1607
Smith,Tennessee,20157,39
Stewart,Tennessee,13715,28
Sullivan,Tennessee,158348,289
Sumner,Tennessee,191283,346
